city,state,date,shape,city_latitude,city_longitude
Renton,WA,7/25/2019,light,47.47784172,-122.157589
Kittitas,WA,7/25/2019,diamond,46.9832,-120.417
Carrollton,IL,6/19/2019,sphere,39.2911,-90.4301
Orlando,FL,6/20/2019,light,28.5192467,-81.35409598
Salt Lake City,UT,6/20/2019,oval,40.70446486,-111.8821388
Liberty,MO,6/20/2019,circle,39.26910833,-94.38921905
Kansas City,MO,6/20/2019,sphere,39.10083514,-94.56447929
Kansas City,MO,6/20/2019,unknown,39.10083514,-94.56447929
Kansas City,MO,6/20/2019,circle,39.10083514,-94.56447929
Nashua,NH,7/9/2019,fireball,42.74402106,-71.48120613
The Colony,TX,7/10/2019,oval,33.0735,-96.9032
Columbus,OH,7/10/2019,unknown,40.00341687,-82.99822087
Grande Prairie,AB,7/10/2019,unknown,55.17051508,-118.8515421
Syracuse,NY,7/10/2019,fireball,43.05037092,-76.1570637
Irvine,CA,7/10/2019,cigar,33.68653501,-117.7924048
Colorado Springs,CO,7/10/2019,circle,38.8614783,-104.7803978
Santa Maria,CA,7/10/2019,sphere,34.86801343,-120.3557112
Monterey Park,CA,7/10/2019,light,34.05294286,-118.1341095
Arvada,CO,7/10/2019,light,39.82714549,-105.110184
Chesnee,SC,7/10/2019,sphere,35.1121,-81.9154
Duluth,GA,7/10/2019,cylinder,33.99903629,-84.15485316
Xenia,OH,5/26/2019,other,39.678,-83.9027
Fort Mill,SC,5/26/2019,flash,35.02344974,-80.93442021
Minneapolis,MN,5/26/2019,unknown,44.98078334,-93.29330788
Quincy,MA,5/26/2019,sphere,42.24558955,-71.01388909
Hershey,PA,5/26/2019,formation,40.2667,-76.6381
Sicklerville,NJ,5/26/2019,oval,39.7401,-74.9709
North Conway,NH,5/26/2019,cylinder,44.0354,-71.1348
Taos,NM,5/26/2019,light,36.4146,-105.5222
Los alamos,NM,5/26/2019,formation,35.84461111,-106.3089422
Lakewood,CO,5/26/2019,light,39.7047,-105.0814
Oshawa,ON,6/7/2019,sphere,43.92118698,-78.86515721
Rockford,IL,6/7/2019,circle,42.27738134,-89.04477791
Highland,IN,6/7/2019,unknown,41.548,-87.4564
Spencer,MA,6/8/2019,light,42.2473,-71.9903
Redding,CA,6/8/2019,unknown,40.61143942,-122.3518356
Manhattan,KS,6/8/2019,light,39.12717533,-96.55163067
Las Vegas,NV,6/8/2019,light,36.14124586,-115.1865919
Sterling Heights,MI,6/30/2019,oval,42.58055261,-83.03164308
Las Vegas,NV,6/30/2019,light,36.14124586,-115.1865919
Wimberley,TX,6/30/2019,cigar,30.0279,-98.1179
Garden City,ID,6/30/2019,formation,43.6461,-116.2675
Maidens,VA,6/30/2019,circle,37.7052,-77.82
Noble,OK,6/30/2019,other,35.1397,-97.2786
Kanab,UT,6/30/2019,triangle,37.2718,-112.2365
Middleboro,MA,6/30/2019,oval,41.88475432,-70.87260617
Warren,MI,7/1/2019,light,42.49430574,-83.02442081
Indianapolis,IN,7/1/2019,light,39.80764885,-86.14221403
San Clemente,CA,6/20/2019,oval,33.45240084,-117.6169089
Greer,SC,6/20/2019,oval,34.92141362,-82.21619812
Cleveland,TN,6/20/2019,sphere,35.16131194,-84.87355771
Lakewood,CO,6/20/2019,unknown,39.7047,-105.0814
Charlottesville,VA,6/20/2019,circle,38.04475956,-78.53657691
Lincoln Park,MI,6/21/2019,light,42.2462,-83.179
Suitland,MD,6/21/2019,triangle,38.83252443,-76.90851832
Lexington,NE,6/21/2019,cigar,40.8442,-99.7229
Glenview,IL,6/21/2019,light,42.02179794,-87.79151728
Madison,ME,6/21/2019,light,44.8351,-69.805
Des Moines,IA,7/10/2019,triangle,41.5997162,-93.61890937
Glenville,WV,7/11/2019,unknown,38.9292,-80.8689
Boise,ID,7/11/2019,circle,43.6144452,-116.244678
Pleasanton,CA,7/11/2019,light,37.66508758,-121.8957639
Lakeland,GA,7/11/2019,changing,31.12,-83.0462
Dayton,NV,7/11/2019,circle,39.2643,-119.4804
Bowling Green,KY,7/11/2019,other,37.03270773,-86.41964444
San Bernardino,CA,7/11/2019,triangle,34.15461809,-117.3040963
Cedar Creek,TX,7/11/2019,other,30.0942,-97.4918
Charlotte,NC,7/12/2019,other,35.20580084,-80.82639156
Castle Rock,CO,5/26/2019,changing,39.38157093,-104.8483757
Helen,GA,5/26/2019,light,34.7368,-83.7521
Rumford,ME,5/26/2019,circle,44.5513,-70.6366
Jay,ME,5/26/2019,formation,44.5317,-70.2164
Burnham,ME,5/26/2019,light,44.6929,-69.3846
Ventura,CA,5/26/2019,light,34.29657456,-119.2399163
Cedar Rapids,IA,5/26/2019,circle,41.97769491,-91.67586486
Colville,WA,5/26/2019,cylinder,48.6791,-117.7527
Elroy,WI,5/26/2019,light,43.7528,-90.2923
Campbell River,BC,5/26/2019,unknown,50.04174458,-125.5858301
Springdale,WA,5/26/2019,sphere,48.0248,-117.8549
Gulf Breeze,FL,6/8/2019,light,30.3843725,-87.016175
Alameda,CA,6/8/2019,cigar,37.76831959,-122.2740577
Sayre,PA,6/8/2019,rectangle,41.9642,-76.616
New Bedford,MA,6/8/2019,oval,41.65545068,-70.94210884
Tybee Island,GA,6/9/2019,disk,32.028,-80.9361
Lakewood,CO,7/1/2019,circle,39.7047,-105.0814
Dixon,IL,7/1/2019,cylinder,41.8157,-89.4818
Houston,TX,7/1/2019,sphere,29.7774937,-95.45122045
Gardner,IL,7/1/2019,cigar,41.1847,-88.3107
Marlton,NJ,7/1/2019,circle,39.8912,-74.9218
York Beach,ME,7/1/2019,light,43.1715,-70.6089
South Berwick,ME,7/1/2019,light,43.2418,-70.74
Bradenton,FL,7/1/2019,fireball,27.4609671,-82.5293294
Des Moines,IA,7/1/2019,fireball,41.5997162,-93.61890937
Beacon,NY,6/21/2019,circle,41.4885,-73.9434
Fayetteville,NC,6/21/2019,unknown,35.03683522,-78.92246248
Bradenton,FL,6/21/2019,light,27.4609671,-82.5293294
Long Valley,NJ,6/22/2019,unknown,40.7843,-74.806
Foresthill,CA,6/22/2019,unknown,39.0361,-120.8291
North Smithfield,RI,6/22/2019,sphere,41.9756,-71.5449
Las Vegas,NV,6/22/2019,changing,36.14124586,-115.1865919
Baltimore,MD,6/22/2019,triangle,39.31307269,-76.61182202
Tinley park,IL,6/22/2019,cylinder,41.57092727,-87.79419569
Omaha,IL,6/22/2019,oval,37.8638,-88.2604
Redding,CA,7/12/2019,cylinder,40.61143942,-122.3518356
Hayward,WI,5/26/2019,cigar,46.0143,-91.2901
Fish Creek,WI,5/26/2019,cigar,45.1148,-87.2168
Eatonville,WA,5/26/2019,circle,46.8673,-122.2665
Walworth,WI,5/26/2019,circle,42.5388,-88.6022
Sturgeon Bay,WI,5/26/2019,formation,44.7916,-87.467
Janesville,WI,5/26/2019,light,42.68318214,-89.04936429
Berlin,WI,5/26/2019,formation,44.0079,-88.9666
Baraboo,WI,5/26/2019,formation,43.4807,-89.7399
Hudson,WI,5/26/2019,light,44.9822,-92.6995
Shawano,WI,5/26/2019,formation,44.7677,-88.7169
Harshaw,WI,5/26/2019,formation,45.6683,-89.6822
Scottsdale,AZ,6/9/2019,light,33.56413757,-111.905083
Dublin,CA,6/9/2019,circle,37.7186,-121.9164
Gresham,OR,6/9/2019,rectangle,45.49032889,-122.4038911
Bridgewater,NJ,6/9/2019,sphere,40.5953,-74.6173
Miles City,MT,6/9/2019,oval,46.2222,-105.605
Edison,NJ,6/9/2019,flash,40.52146102,-74.35711166
Lombard,IL,6/10/2019,rectangle,41.8732,-88.0002
Elfrida,AZ,6/10/2019,other,31.7355,-109.7095
Brandon,FL,6/10/2019,light,27.91174344,-82.30077872
Longboat Key,FL,7/2/2019,cylinder,27.3853,-82.6368
Winona,MN,7/2/2019,circle,43.9848,-91.6064
Athens,TN,7/2/2019,light,35.42525,-84.66273571
Littleton,CO,7/2/2019,changing,39.56792218,-105.0102302
Clearwater,FL,7/2/2019,other,27.96202318,-82.75161706
Morrisonville,NY,7/2/2019,egg,44.7398,-73.6086
Boise,ID,7/2/2019,cigar,43.6144452,-116.244678
Hudson,MA,7/2/2019,other,42.3897,-71.5401
Mebane,NC,7/2/2019,triangle,36.1399,-79.2665
Columbia,SC,7/2/2019,triangle,34.02910564,-80.99284039
Lebanon,PA,7/2/2019,cigar,40.32248981,-76.42962994
Sacramento,CA,7/2/2019,light,38.57580181,-121.4500996
Belen,NM,6/22/2019,unknown,34.5967,-106.672
Belen,NM,6/22/2019,changing,34.5967,-106.672
Dalton,GA,6/22/2019,light,34.7806506,-84.93673735
Thunder Bay,ON,6/22/2019,circle,48.39341446,-89.30345452
Pittsburgh,PA,6/22/2019,light,40.44309195,-79.97424169
Bristol,PA,6/22/2019,light,40.1172,-74.8495
Middleburg,FL,6/22/2019,sphere,30.0829551,-81.86297347
San Diego,CA,6/23/2019,light,32.78722908,-117.1402677
Brookhaven,PA,6/23/2019,light,39.8686,-75.3958
Pelican Lake,WI,5/26/2019,other,45.5102,-89.2359
Annville,KY,5/26/2019,light,37.3021,-83.9695
Kiel,WI,5/26/2019,cigar,43.9609,-87.9751
Elmhurst,IL,5/26/2019,formation,41.8917,-87.9359
ELMHURST,IL,5/26/2019,formation,41.8917,-87.9359
Owen,WI,5/26/2019,light,44.9586,-90.5539
Springville,NY,5/26/2019,sphere,42.5252,-78.6855
hamburg,MI,5/26/2019,cigar,42.4487,-83.8016
NEW HAMBURG,ON,5/26/2019,light,43.39624,-80.661
Prairie du Chien,WI,6/10/2019,flash,43.06,-91.0568
Thermal,CA,6/10/2019,rectangle,33.4854,-116.1044
Surprise,AZ,6/11/2019,cigar,33.63271553,-112.3725228
Hermosa Beach,CA,6/11/2019,sphere,33.8622,-118.3995
Ogden,UT,6/11/2019,cigar,41.22037658,-112.0058733
Victorville,CA,6/11/2019,cylinder,34.52017592,-117.3407393
Ackerman,MS,6/11/2019,changing,33.329,-89.2119
Kitchener,ON,6/11/2019,oval,43.43307998,-80.48001216
Blacklick,OH,6/11/2019,disk,40.0122,-82.8095
Punta Gorda,FL,6/11/2019,unknown,26.91562632,-81.99651729
Davie,FL,7/3/2019,cigar,26.0629,-80.2331
Boca Raton,FL,7/3/2019,fireball,26.36806183,-80.13787724
New Port Richey,FL,7/3/2019,fireball,28.24270049,-82.67723901
Huntingtown,MD,7/3/2019,light,38.6132,-76.5985
Roseville,CA,7/3/2019,disk,38.76717396,-121.3107662
Lancaster,SC,7/3/2019,rectangle,34.7571225,-80.6988425
Jersey City,NJ,7/3/2019,fireball,40.72497776,-74.0621522
Statesville,NC,6/23/2019,teardrop,35.77337228,-80.90376931
Las Vegas,NV,6/23/2019,circle,36.14124586,-115.1865919
Chalfont,PA,6/23/2019,cigar,40.2964,-75.2053
Frederick,MD,6/23/2019,circle,39.42507207,-77.39750165
Hamden,CT,6/23/2019,light,41.37946858,-72.9197433
Edisto Island,SC,6/24/2019,light,32.5579,-80.2192
Lake Hopatcong,NJ,6/24/2019,light,40.9677,-74.608
Gladwin,MI,5/26/2019,formation,44.0747,-84.4347
Danville,OH,5/26/2019,other,40.4678,-82.2554
Niverville,MB,5/27/2019,diamond,49.6056,-97.0423
Red Deer,AB,5/27/2019,light,52.25347643,-113.8090831
Magna,UT,5/27/2019,triangle,40.7053,-112.0848
Philipsburg,PA,5/27/2019,disk,40.8624,-78.1734
Henning,TN,5/27/2019,formation,35.6508,-89.6945
Burlington,VT,5/27/2019,light,44.47554792,-73.21075
Center Rutland,VT,6/11/2019,disk,43.5985,-73.0114
Port Saint Lucie,FL,6/12/2019,circle,27.2856863,-80.36344364
Lawton,OK,6/12/2019,oval,34.63522412,-98.47288176
Tulsa,OK,6/12/2019,unknown,36.10945588,-95.93524542
Socorro,NM,6/12/2019,circle,33.8974,-107.0261
Bena,MN,7/3/2019,other,47.3425,-94.209
Highland Lakes,NJ,7/3/2019,other,41.1773,-74.4688
Oak Harbor,OH,7/3/2019,unknown,41.5575,-83.151
Big Bear,CA,7/3/2019,light,34.2611,-116.845
Williamsburg,VA,7/3/2019,flash,37.3058109,-76.73795308
Sevierville,TN,7/3/2019,light,35.7915575,-83.54468333
Columbus,OH,7/3/2019,fireball,40.00341687,-82.99822087
Honolulu,HI,7/4/2019,fireball,21.32260015,-157.8401287
Ninilchik,AK,7/4/2019,changing,60.0756,-151.4262
Warren,OH,7/4/2019,light,41.23654444,-80.8044875
Marshall,MO,6/24/2019,changing,39.0866,-93.1495
Philadelphia,PA,6/24/2019,unknown,39.99063505,-75.14580121
Santa Fe,NM,6/24/2019,diamond,35.66108268,-105.9539071
Milwaukee,WI,6/24/2019,cylinder,43.05174403,-87.95998544
Alva,OK,6/24/2019,fireball,36.7747,-98.858
Ladson,SC,6/24/2019,disk,32.9831,-80.1223
Rankin,IL,6/24/2019,fireball,40.4323,-87.8915
Tacoma,WA,6/25/2019,triangle,47.21257224,-122.4597205
Jacksonville,FL,6/25/2019,teardrop,30.26690468,-81.61637283
Moab,UT,5/27/2019,formation,38.4506,-109.6027
Wausau,WI,5/27/2019,cigar,45.01047409,-89.62716788
Pembine,WI,5/27/2019,formation,45.5944,-87.9317
Colchester,VT,5/27/2019,teardrop,44.54866341,-73.15544146
Sandown,NH,5/27/2019,light,42.9314,-71.1851
Clifton Forge,VA,5/28/2019,light,37.8194,-79.7398
Phoenix,AZ,5/28/2019,fireball,33.53538055,-112.04946
Madbury,NH,5/28/2019,circle,43.1692,-70.924
Camp Verde,AZ,5/28/2019,chevron,34.4862,-111.7808
Waterford,VA,6/12/2019,fireball,39.1885,-77.6256
Sumrall,MS,6/13/2019,light,31.3798,-89.5862
Scotts Mills,OR,6/13/2019,sphere,45.0429,-122.6684
Schaumburg,IL,6/13/2019,circle,42.05010904,-88.09256772
Jordan,MN,6/13/2019,formation,44.6586,-93.5975
Dunbar,WV,6/13/2019,circle,38.376,-81.7477
Spokane,WA,6/13/2019,other,47.68357629,-117.3863311
Gadsden,AL,7/4/2019,triangle,34.02136218,-85.92212244
New Brunswick,NJ,7/4/2019,unknown,40.48366241,-74.44371729
Chesapeake,VA,7/4/2019,unknown,36.7520477,-76.28183086
North Arlington,NJ,7/4/2019,oval,40.7876,-74.1224
Scottsdale,AZ,7/4/2019,circle,33.56413757,-111.905083
Provincetown,MA,7/4/2019,flash,42.0511,-70.196
Beaumont,TX,7/4/2019,other,30.06883727,-94.17593579
Imperial Beach,CA,7/4/2019,teardrop,32.5724,-117.1132
Dammeron Valley,UT,6/25/2019,light,37.2629,-113.6962
Lakeland,FL,6/25/2019,unknown,28.04722715,-81.95884978
Savannah,GA,6/25/2019,sphere,32.02970094,-81.13525336
Albuquerque,NM,6/26/2019,fireball,35.10348122,-106.6124752
Lake City,FL,6/26/2019,light,30.14528462,-82.63721731
American Falls,ID,6/26/2019,circle,42.7275,-112.9902
Fertile,MN,5/28/2019,triangle,47.5791,-96.2596
Carson City,NV,5/29/2019,triangle,39.16921421,-119.7517695
Irvine,KY,5/29/2019,unknown,37.66,-83.9671
Pigeon Forge,TN,5/29/2019,diamond,35.78020909,-83.56898182
Colorado Springs,CO,5/29/2019,changing,38.8614783,-104.7803978
Chicago,IL,5/29/2019,disk,41.87991242,-87.66801796
Carmichael,CA,5/29/2019,triangle,38.62606812,-121.3248507
Larue,TX,6/13/2019,rectangle,32.1379,-95.6545
Gadsden,AL,6/13/2019,light,34.02136218,-85.92212244
Tulsa,OK,6/13/2019,light,36.10945588,-95.93524542
Atlanta,GA,6/13/2019,cigar,33.80870552,-84.38988232
Catonsville,MD,6/13/2019,triangle,39.2694,-76.7447
York,PA,6/13/2019,diamond,39.96327543,-76.71886879
Palmer,AK,6/14/2019,oval,61.6092,-148.4657
Taylorsville,UT,6/14/2019,triangle,40.6677,-111.9388
Salem,VA,6/14/2019,light,37.29064854,-80.09859126
Indianapolis,IN,6/14/2019,light,39.80764885,-86.14221403
Maitland,FL,6/14/2019,cigar,28.62938584,-81.36191062
Palm Coast,FL,7/4/2019,light,29.540925,-81.20838512
Peabody,MA,7/4/2019,oval,42.5324,-70.9736
Williston,VT,7/4/2019,light,44.4235,-73.0854
Harlan,KY,7/4/2019,circle,36.77627222,-83.34108889
Laurel,MT,7/4/2019,light,45.6032,-108.6841
Cecil,PA,7/4/2019,sphere,40.3193,-80.1898
Clinton,CT,7/4/2019,light,41.2988,-72.5363
Massapequa Park,NY,7/4/2019,light,40.6789,-73.4474
Fayetteville,AR,7/4/2019,chevron,36.04787185,-94.04453778
Ridge,NY,7/4/2019,fireball,40.8992,-72.8832
Wadsworth,OH,6/27/2019,unknown,41.0621,-81.7451
Nesquehoning,PA,5/30/2019,disk,40.8794,-75.8118
Waianae,HI,5/30/2019,sphere,21.457,-158.173
Fort Lauderdale,FL,5/30/2019,changing,26.13691468,-80.21914076
East Weymouth,MA,5/30/2019,formation,42.2093,-70.9326
South Jordan,UT,5/30/2019,flash,40.55990645,-111.9648677
Portsmouth,VA,5/30/2019,circle,36.83548986,-76.35074424
Butler,TN,5/30/2019,circle,36.3243,-81.931
Martinsburg,WV,6/14/2019,light,39.45820441,-77.96052115
Stow,OH,6/14/2019,other,41.1741,-81.4389
Sherman Oaks,CA,6/14/2019,unknown,34.14653158,-118.4467077
Placerville,CA,6/15/2019,circle,38.7365,-120.8043
Delta,UT,6/15/2019,formation,39.2902,-112.5656
Midvale,UT,6/15/2019,triangle,40.6092,-111.8819
Baldwin Park,CA,6/15/2019,circle,34.0853,-117.9609
Weyers Cave,VA,6/15/2019,other,38.2927,-78.9349
Lansing,IL,7/4/2019,flash,41.5674,-87.5601
Kent,WA,7/4/2019,fireball,47.38164505,-122.1967851
Jacksonville,AR,7/4/2019,oval,34.9184,-92.1362
Washougal,WA,7/4/2019,light,45.6173,-122.236
Manchester,KY,7/4/2019,unknown,37.141,-83.7372
Fargo,ND,7/4/2019,unknown,46.85898941,-96.84602145
Kent,WA,7/5/2019,fireball,47.38164505,-122.1967851
Boulder,CO,7/5/2019,fireball,40.0244036,-105.2687395
Hilton,NY,5/30/2019,light,43.2891,-77.8278
Sanger,TX,5/31/2019,light,33.3538,-97.1965
Seattle,WA,5/31/2019,light,47.60904639,-122.3260283
San Clemente,CA,5/31/2019,cigar,33.45240084,-117.6169089
Nesquehoning,PA,5/31/2019,oval,40.8794,-75.8118
Wilkes-Barre,PA,5/31/2019,egg,41.2326071,-75.82914754
Kenner,LA,5/31/2019,triangle,30.01750268,-90.25106429
Kailua,HI,5/31/2019,triangle,21.4024,-157.7405
Mesa,AZ,5/31/2019,circle,33.42126454,-111.7727973
Pittsburgh,PA,5/31/2019,oval,40.44309195,-79.97424169
Milton,FL,5/31/2019,triangle,30.69733672,-87.05111638
Boonville,IN,6/1/2019,light,38.0519,-87.2485
Charles Town,WV,6/15/2019,fireball,39.2581,-77.8705
Saint Paul,MN,6/15/2019,egg,44.95305527,-93.11475467
Lakewood,NJ,6/15/2019,light,40.0721,-74.2069
Hayti,SD,6/15/2019,cigar,44.7027,-97.2291
Clifton Forge,VA,6/16/2019,changing,37.8194,-79.7398
Chesapeake,VA,6/17/2019,light,36.7520477,-76.28183086
Bridgewater,NJ,7/5/2019,changing,40.5953,-74.6173
Henderson,NV,6/1/2019,flash,36.02665076,-115.0438399
Peshtigo,WI,6/1/2019,circle,45.0534,-87.801
Asher,OK,6/17/2019,circle,35.0141,-96.9101
Naples,FL,6/17/2019,light,26.19318197,-81.73703022
Everett,WA,6/17/2019,cylinder,47.92466491,-122.2193999
South San Francisco,CA,6/17/2019,circle,37.65350354,-122.4218735
Dexter,OR,6/17/2019,light,43.88,-122.8176
Durand,MI,6/17/2019,other,42.8949,-84.0092
Marathon,FL,6/17/2019,fireball,24.7163,-81.0767
Saint George,UT,6/17/2019,cylinder,37.13106124,-113.5887632
Casper,WY,6/17/2019,triangle,42.95549592,-106.3505194
Las Vegas,NV,6/1/2019,formation,36.14124586,-115.1865919
Mora,MN,6/1/2019,fireball,45.927,-93.3504
Venice,FL,6/1/2019,light,27.065819,-82.39104
Lothian,MD,6/1/2019,triangle,38.8011,-76.6469
Billings,MT,6/1/2019,disk,45.75458535,-108.5015771
Sacramento,CA,6/18/2019,flash,38.57580181,-121.4500996
Savannah,GA,6/18/2019,flash,32.02970094,-81.13525336
London,OH,6/18/2019,circle,39.8979,-83.3866
Middletown,OH,6/18/2019,circle,39.47070415,-84.42877513
Fairborn,OH,6/18/2019,circle,39.827,-84.0187
Hagerstown,IN,6/18/2019,changing,39.9251,-85.1677
Dayton,OH,6/18/2019,oval,39.73540852,-84.16762781
Germantown,OH,6/18/2019,circle,39.6389,-84.405
New Castle,IN,6/18/2019,circle,39.9341,-85.3718
Troy,OH,6/18/2019,light,40.03583043,-84.17787899
Tahlequah,OK,6/1/2019,light,35.957344,-94.962552
Little Rock,AR,6/2/2019,triangle,34.73753628,-92.36319236
Sudbury,MA,6/2/2019,sphere,42.3888,-71.4225
Greeley,CO,6/2/2019,other,40.42028899,-104.7519961
Loves Park,IL,6/2/2019,other,42.32934054,-89.00108649
Sicklerville,NJ,6/18/2019,oval,39.7401,-74.9709
Ruidoso,NM,6/18/2019,formation,33.349275,-105.641175
Skokie,IL,6/18/2019,flash,42.03644222,-87.74502311
Heppner,OR,6/19/2019,cigar,45.3127,-119.5795
Carlinville,IL,6/19/2019,sphere,39.284,-89.8698
Orlando,FL,6/19/2019,oval,28.5192467,-81.35409598
Smithville,MO,6/19/2019,light,39.394,-94.5743
Boca Raton,FL,6/2/2019,light,26.36806183,-80.13787724
Jackson,CA,6/2/2019,sphere,38.3518,-120.7747
Trenton,IL,6/2/2019,light,38.6182,-89.7065
Lively,ON,6/2/2019,changing,46.4431,-81.127
Rockmart,GA,6/2/2019,light,33.9762,-85.0527
Walworth,NY,6/2/2019,unknown,43.1433,-77.2879
Middleboro,MA,6/3/2019,formation,41.88475432,-70.87260617
Burlington,KY,6/3/2019,fireball,38.9941,-84.7741
Redding,CA,6/20/2019,triangle,40.61143942,-122.3518356
Monroe,OR,6/3/2019,flash,44.3462,-123.3374
Pilot Mountain,NC,6/3/2019,circle,36.4151,-80.4773
Fort Myers,FL,6/4/2019,fireball,26.58139709,-81.84065303
Millersville,PA,6/4/2019,teardrop,39.9811,-76.3784
Bristow,VA,6/4/2019,other,38.7405,-77.5621
Barrington,IL,6/4/2019,cylinder,42.1584,-88.1592
Lincoln,NE,6/4/2019,light,40.80091454,-96.67416753
Williston,FL,6/5/2019,triangle,29.3992,-82.4455
Leavenworth,KS,6/5/2019,light,39.30139403,-94.97446119
San Jose,CA,6/5/2019,disk,37.33884202,-121.8897057
Houghton,MI,6/5/2019,other,47.1544,-88.6471
Gillette,WY,6/5/2019,other,44.34486316,-105.62221
West Hills,CA,6/5/2019,light,34.20296429,-118.6887571
Artesia,NM,6/5/2019,light,32.7484,-104.4359
New Brunswick,NJ,6/5/2019,light,40.48366241,-74.44371729
Roseville,MN,6/6/2019,light,45.0061,-93.1566
Calgary,AB,1/1/2019,egg,51.04237871,-114.0574425
Austin,TX,1/4/2019,circle,30.30846944,-97.76011171
San Diego,CA,2/9/2019,circle,32.78722908,-117.1402677
Old Town,FL,2/12/2019,other,29.5688,-82.9886
Navasota,TX,2/15/2019,other,30.3706,-96.0565
Portsmouth,VA,3/12/2019,egg,36.83548986,-76.35074424
Chicago,IL,4/2/2019,circle,41.87991242,-87.66801796
Minneapolis,MN,4/7/2019,light,44.98078334,-93.29330788
Sylvan Lake,AB,4/8/2019,light,52.3168,-114.0853
Lansing,MI,4/9/2019,unknown,42.7438001,-84.57670843
Salinas,CA,4/11/2019,cigar,36.68852458,-121.6284548
Centerville,GA,4/13/2019,light,32.6365,-83.6649
Orlando,FL,4/15/2019,rectangle,28.5192467,-81.35409598
Stroudsburg,PA,4/15/2019,other,40.9588,-75.3006
Orlando,FL,4/15/2019,fireball,28.5192467,-81.35409598
Bakersfield,CA,4/15/2019,formation,35.34399793,-119.0408926
Kingwood,TX,4/16/2019,fireball,30.0336,-95.261
Sparland,IL,4/17/2019,triangle,41.0316,-89.5072
Queen Creek,AZ,4/17/2019,sphere,33.24702,-111.6332933
Tucson,AZ,4/17/2019,light,32.25994076,-110.9275423
North Myrtle Beach,SC,4/17/2019,unknown,33.83166,-78.65013
Wesley Chapel,FL,4/17/2019,disk,28.2397,-82.3279
Greensboro,NC,4/18/2019,unknown,36.07696303,-79.81581388
Virginia Beach,VA,4/18/2019,disk,36.83730134,-76.06194815
Minot,ND,4/18/2019,unknown,48.18889432,-101.3348903
Saint Francis,MN,4/19/2019,light,45.4243,-93.4292
Joplin,MO,4/19/2019,sphere,37.07995252,-94.49683957
Eureka,CA,4/19/2019,sphere,40.76192393,-124.1355706
Jamaica,NY,4/19/2019,circle,40.69090623,-73.79636733
Oklahoma City,OK,4/19/2019,oval,35.47186178,-97.5263035
Whittier,CA,4/19/2019,light,33.96301606,-118.0281332
Sherman Oaks,CA,4/20/2019,fireball,34.14653158,-118.4467077
Weed,CA,4/20/2019,cigar,41.5109,-122.3648
Plymouth,WI,4/20/2019,changing,43.7685,-88.0161
Waco,TX,4/20/2019,triangle,31.57359751,-97.1358486
Bismarck,ND,4/20/2019,changing,46.81675345,-100.7088
Independence,MO,4/20/2019,fireball,39.07880845,-94.38608575
Valparaiso,IN,4/20/2019,light,41.46761748,-87.03158252
Jacksonville,FL,4/20/2019,light,30.26690468,-81.61637283
Troutman,NC,4/20/2019,formation,35.6822,-80.8663
Las Vegas,NV,4/20/2019,unknown,36.14124586,-115.1865919
Montgomery,MN,4/20/2019,triangle,44.4281,-93.5622
Nottingham,MD,4/20/2019,unknown,39.3892,-76.492
Morris,MN,4/20/2019,triangle,45.586,-95.9544
Milford,UT,4/21/2019,circle,38.3624,-113.1098
Sparland,IL,4/21/2019,fireball,41.0316,-89.5072
Carolina Beach,NC,4/21/2019,circle,34.0376,-77.8991
Dauphin Island,AL,4/21/2019,other,30.247,-88.1939
Strathroy,ON,4/21/2019,triangle,42.9551,-81.6223
North Wilkesboro,NC,4/21/2019,light,36.1585,-81.1476
Lexington,NC,4/21/2019,egg,35.79657605,-80.25426766
Battle Creek,MI,4/21/2019,flash,42.3278928,-85.18855947
Whitecourt,AB,4/22/2019,triangle,54.1501,-115.6855
Van Nuys,CA,4/22/2019,fireball,34.18714852,-118.4612623
St. Petersburg,FL,4/22/2019,flash,27.79451493,-82.67515963
Akron,OH,4/22/2019,cigar,41.09643776,-81.55790462
Nappanee,IN,4/22/2019,cigar,41.4419,-85.9923
Strongsville,OH,4/22/2019,sphere,41.31313061,-81.82501224
Indian Lake Estates,FL,4/23/2019,oval,27.8139,-81.3784
Thompson's Station,TN,4/23/2019,disk,35.8172,-86.9395
Chesapeake,VA,4/23/2019,circle,36.7520477,-76.28183086
Eagle Mountain,UT,4/23/2019,circle,40.3141,-112.0069
Mesa,AZ,4/23/2019,sphere,33.42126454,-111.7727973
Fullerton,CA,4/23/2019,other,33.87742159,-117.9249784
Punta Gorda,FL,4/23/2019,triangle,26.91562632,-81.99651729
New York,NY,4/23/2019,light,40.74430707,-73.98772448
Lafayette,CA,4/24/2019,light,37.9021,-122.1157
Naugatuck,CT,4/24/2019,oval,41.4878,-73.0627
Janesville,WI,4/24/2019,sphere,42.68318214,-89.04936429
Long Beach,MS,4/24/2019,light,30.3749,-89.1785
Palm Desert,CA,4/24/2019,chevron,33.73731449,-116.3779536
Harrisonburg,VA,4/24/2019,triangle,38.4308042,-78.88316107
Toronto,ON,4/25/2019,sphere,43.67588634,-79.41418835
Lincoln,NH,4/25/2019,sphere,44.0797,-71.6326
Indianola,IA,1/21/2019,flash,41.3068,-93.5826
Kansas City,MO,2/14/2019,chevron,39.10083514,-94.56447929
Santa Monica,CA,3/17/2019,disk,34.02342753,-118.4816765
